iteration,budget_T,num_blocks,num_positive_profit_blocks,num_serviced_blocks,terminal,cost,solverTime,relativeGAP,nodeCount,yLPTime,maxFlowCutsTime,maxFlowCuts,intersectionCutsTime,phase1Time,noFeasibleSolution,error_message
1,5.0,56,56,1,,2170.0,120.18583917617798,,,,,,,,,
2,10.0,56,56,3,,2271.0,120.44286394119263,,,,,,,,,
3,15.0,56,56,5,,2329.0,120.31886100769043,,,,,,,,,
4,20.0,56,56,6,,2357.0,120.21731305122375,,,,,,,,,
5,25.0,56,56,8,,2389.0,120.3073890209198,,,,,,,,,
6,30.0,56,56,10,,2411.0,120.22864985466003,,,,,,,,,
7,35.0,56,56,11,,2427.0,120.17796182632446,,,,,,,,,
8,40.0,56,56,13,,2447.0,120.05564618110657,,,,,,,,,
9,45.0,56,56,14,,2461.0,120.00548815727234,,,,,,,,,
10,50.0,56,56,16,,2476.0,120.03466606140137,,,,,,,,,
11,55.0,56,56,18,,2488.0,120.12124586105347,,,,,,,,,
12,60.0,56,56,19,,2503.0,120.34215903282166,,,,,,,,,
13,65.0,56,56,20,,2517.0,120.368723154068,,,,,,,,,
14,70.0,56,56,22,,2530.0,120.29977512359619,,,,,,,,,
15,75.0,56,56,24,,2542.0,120.02357506752014,,,,,,,,,
16,80.0,56,56,25,,2548.0,120.02957701683044,,,,,,,,,
17,85.0,56,56,27,,2558.0,120.53726983070374,,,,,,,,,
18,90.0,56,56,29,,2568.0,120.2620849609375,,,,,,,,,
19,95.0,56,56,31,,2580.0,120.00858092308044,,,,,,,,,
20,100.0,56,56,33,,2588.0,120.18872904777527,,,,,,,,,
21,105.0,56,56,35,,2596.0,120.25407004356384,,,,,,,,,
22,110.0,56,56,36,,2601.0,120.0042839050293,,,,,,,,,
23,115.0,56,56,38,,2610.0,120.10086488723755,,,,,,,,,
24,120.0,56,56,40,,2619.0,120.34369611740112,,,,,,,,,
25,125.0,56,56,42,,2627.0,120.46451783180237,,,,,,,,,
26,130.0,56,56,44,,2635.0,120.07170605659485,,,,,,,,,
27,135.0,56,56,45,,2639.0,120.1408178806305,,,,,,,,,
28,140.0,56,56,47,,2647.0,120.19293403625488,,,,,,,,,
29,145.0,56,56,49,,2655.0,120.37491011619568,,,,,,,,,
30,150.0,56,56,50,,2659.0,120.13183212280273,,,,,,,,,
31,155.0,56,56,51,,2665.0,120.29832291603088,,,,,,,,,
32,160.0,56,56,53,,2671.0,120.04803586006165,,,,,,,,,
33,165.0,56,56,53,,2673.0,120.21371817588806,,,,,,,,,
34,170.0,56,56,55,,2681.0,120.38779211044312,,,,,,,,,
35,175.0,56,56,56,all_positive_profit_blocks,2686.0,120.32909798622131,,,,,,,,,
